code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator,percent_change_2021_22,percent_change_2019_20,significance,trend_2019_20,reliability_3yr_se,year,expenditure
267,3,,,"Buns, scones and teacakes",,p,Low,15.06336383,18.84287527,yes,UP,2.182108423,1974,10.72495332
270,3,,,Cakes and pastries,,p,Low,-3.780211645,14.17975682,yes,UP,3.873869649,1974,10.72495332
27001,4,,,,"Cakes and pastries, not frozen",p,Low,-3.793998934,14.00123539,yes,UP,4.038827757,1974,
27002,4,,,,Takeaway pastries,p,High,-3.500839324,17.90979985,,,10.30195617,1974,1.546885254
271277,1,,Biscuits and crispbreads,,,p,Low,-0.644133005,-0.340341031,,,1.55703088,1974,11.79326523
27101,3,,,Crispbread,,p,Medium,17.47559777,4.97506956,,,4.55009634,1974,3.730267848
274,3,,,Biscuits other than chocolate,,p,Low,-3.39226895,-3.537954309,,,1.936486379,1974,7.325708445
27402,4,,,,Sweet biscuits (not chocolate) and cereal bars,p,Low,-4.53468154,-4.313344902,,,2.194343353,1974,5.840565611
27403,4,,,,Cream crackers and other unsweetened biscuits,p,Medium,1.845462303,-0.057436909,,,3.462598519,1974,1.485142835
277,3,,,Chocolate biscuits,,p,Low,1.513055852,3.95407581,,,2.076696965,1974,0.737288933
281301,2,,Other cereals and cereal products,,,p,Low,4.597626876,-4.082711823,,DOWN,1.353552081,1974,10.59582867
281,3,,,Oatmeal and oat products,,p,High,0.58407177,19.07248934,,,4.902384158,1974,0.384683411
282,3,,,Breakfast cereals,,p,Low,-6.373618084,-12.99981686,yes,DOWN,2.080295273,1974,3.506445701
28202,4,,,,Muesli,p,Medium,-7.502455697,-22.77911693,yes,DOWN,4.993097963,1974,0.35064457
28203,4,,,,High fibre breakfast cereals,p,Medium,-4.262507324,-9.510200832,,,3.458740482,1974,1.332449367
28204,4,,,,Sweetened breakfast cereals,p,Medium,-4.792691522,-12.56077934,,,3.675062042,1974,0.876611425
28205,4,,,,Other breakfast cereals,p,Medium,-11.63230144,-10.09823007,,,4.202100946,1974,0.946740339
285,3,,,Canned milk puddings,,p,Medium,-0.315723053,4.210417972,,,4.826030935,1974,1.132595277
28502,4,,,,Canned or fresh carton custard,p,Medium,-3.983738775,7.976915076,,,5.071708313,1974,0.566297639
28503,4,,,,All canned milk puddings,p,High,7.599616523,-2.348866147,,,9.446718857,1974,0.566297639
286,3,,,Puddings,,p,High,-2.234147606,9.794425554,,,5.491145122,1974,0.563180748
287,3,,,Rice,,p,Medium,14.28234821,-22.30449156,yes,DOWN,3.458948138,1974,0.742425339
28702,4,,,,Dried rice,p,High,46.82077918,0.716439687,,,7.323090389,1974,0.39348543
28703,4,,,,Cooked rice,p,Medium,-3.049913039,-19.21143405,yes,DOWN,3.746091506,1974,0.037121267
28704,4,,,,Takeaway rice,p,High,-0.91865007,-43.13944733,yes,DOWN,5.545919207,1974,0.311818643
290,3,,,"Invalid foods, slimming foods and sports foods",,p,Very High,-53.14450202,-39.8151473,,,12.51650816,1974,0.124732454
291,3,,,Infant cereal foods,,p,Very High,-4.338110237,-4.148932116,,,11.40715697,1974,0.374161478
294,3,,,Cakes and pastries - frozen,,p,High,12.06793761,1.952502314,,,7.153301832,1974,0.266106176
295,3,,,Pasta,,p,Medium,46.36718669,45.82978846,yes,UP,4.194929629,1974,0.840551171
29501,4,,,,Canned pasta,p,High,0.745543647,-10.68952908,,,6.547809623,1974,0.840551171
29502,4,,,,Dried and fresh pasta,p,High,53.53940028,58.16366136,yes,UP,4.71864246,1974,
29503,4,,,,Takeaway pasta and noodles,p,Very High,32.65097072,14.87367853,,,15.38472134,1974,
296,3,,,Pizza,,p,Medium,12.9288094,-10.52737875,,DOWN,2.900007154,1974,0
29601,4,,,,"Pizzas, frozen and not frozen",p,Medium,20.6539236,25.49865603,yes,UP,2.835686574,1974,0
29602,4,,,,Takeaway pizza,p,High,2.146995924,-39.26807083,yes,DOWN,5.632242152,1974,0
299,3,,,Other cereal convenience foods,,p,Low,1.911350747,7.786060071,,,1.672174056,1974,2.419143083
29907,4,,,,"Cake, pudding and dessert mixes",p,High,-20.60803157,-20.70853697,,DOWN,6.384608936,1974,0.348758816
29909,4,,,,Cereal snacks,p,Medium,1.801652924,4.349204342,,,2.462650003,1974,0.902154299
29915,4,,,,"Quiches and flans, frozen and not frozen",p,Medium,0.440133692,13.16349748,,,4.59342708,1974,0.127198588
29916,4,,,,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",p,Very High,-24.97349206,-49.63005595,yes,DOWN,9.483814819,1974,0.057279638
29919,4,,,,"Other cereal foods, frozen and not frozen",p,Low,5.037376581,15.16926311,yes,UP,2.238748463,1974,0.983751742
301,3,,,Other cereals,,p,High,-2.438649053,-10.05068922,,,8.005388815,1974,0.241803833
304313,2,,Beverages,,,p,Low,-10.71491784,-4.45937986,,,2.376223019,1974,11.91344879
304,3,,,Tea,,p,Medium,-1.167067197,-6.22756962,,,3.113526074,1974,5.836104145
307,3,,,Coffee beans and ground coffee,,p,High,-14.70806972,-3.715680033,,,5.317672315,1974,0.456038291
308,3,,,Instant coffee,,p,Medium,-9.815908483,-2.326863096,,,3.152640615,1974,4.103212805
309,3,,,Coffee essences,,p,Very High,-89.41980717,126.4739858,,,70.44648158,1974,0.129882006
310,3,,,Tea and coffee from takeaway,,p,Very High,121.2563187,127.3267461,yes,,13.5872328,1974,
312,3,,,Cocoa and chocolate drinks,,p,High,-35.97939926,-34.11525401,yes,,7.329176642,1974,0.660703007
313,3,,,Malt drinks and chocolate versions of malted drinks,,p,Very High,-55.74048315,-45.54463014,,,15.53548852,1974,0.727508538
314339,2,,Other food and drink,,,p,Very Low,8.230313571,11.12603303,yes,,1.305010889,1974,12.11604502
314,3,,,Mineral or spring waters,,p,Medium,10.28655233,6.027225482,,,4.153898707,1974,
315,3,,,Baby foods,,p,Very High,29.84945266,-2.993047948,,,15.50577081,1974,1.039720622
318,3,,,Soups - canned or cartons,,p,Medium,17.34554989,-2.87494801,,,3.514849165,1974,2.350257033
319,3,,,Soups - dehydrated or powdered,,p,High,2.195599508,-1.717565737,,,10.50078015,1974,0.494063482
320,3,,,Soups - from takeaway,,p,Very High,120.74483,73.18874623,,,28.31521771,1974,
321,3,,,Other takeaway food brought home,,p,Very High,14.04298061,266.4945229,,UP,27.33230966,1974,
322,3,,,Meals on wheels - items not specified,,p,Very Low,-100,-100,,,,1974,
323,3,,,Spreads and dressings,,p,Low,2.751849105,4.285918935,,,2.458798912,1974,0.502762141
32302,4,,,,Salad dressings,p,Medium,4.072768989,8.048413254,,,2.719187976,1974,0.42734782
32303,4,,,,Other spreads and dresssings,p,Medium,-1.397514399,-6.508156177,,,5.111390137,1974,0.075414321
327,3,,,Pickles and sauces,,p,Low,8.996434819,14.70954408,yes,UP,1.783964601,1974,2.10983363
32702,4,,,,Pickles,p,Medium,11.93780727,4.970486235,,,4.956605678,1974,0.258283471
32703,4,,,,Sauces,p,Low,7.193688556,16.62551168,yes,UP,1.885299553,1974,1.771001198
32704,4,,,,Takeaway sauces and mayonnnaise,p,High,45.30173551,-0.303247253,,,7.054670833,1974,0.080548961
328,3,,,Stock cubes and meat and yeast extracts,,p,Medium,-5.541013772,-10.57146543,,,4.582562158,1974,1.153771971
329,3,,,Jelly squares or crystals,,p,High,-15.11375071,-1.480884655,,,7.18512375,1974,0.656729526
332,3,,,Ice cream tub or block,,p,Medium,-2.962988296,-1.409494262,,,3.871252217,1974,1.00384548
333,3,,,Ice cream products including takeaways,,p,Medium,-1.877868551,17.09492924,yes,,3.075004421,1974,0.601717745
33302,4,,,,"Ice cream cornets, choc-ices, lollies with ice cream",p,Medium,1.204888426,23.44215038,yes,,3.545136764,1974,0.475040325
33303,4,,,,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",p,Medium,0.773302139,-1.670028969,,,5.184859612,1974,0.12667742
33304,4,,,,"Takeaway ice cream, ice cream products, milkshakes",p,Very High,-21.6249411,27.01475621,,,11.55548737,1974,
334,3,,,Salt,,p,High,42.7788779,46.47525507,yes,,6.930797828,1974,0.017278731
335,3,,,Artificial sweeteners,,p,High,90.14821103,39.59024143,,,9.406874921,1974,0.37288658
336,3,,,"Other miscellaneous payments, expenditure only",,p,Medium,13.43189692,27.32810872,yes,,3.021598512,1974,0.059434507
33602,3,,,,Vinegar,p,High,1.365479586,37.93016891,,,7.616099806,1974,1.753743572
33603,4,,,,Spices and dried herbs,p,Medium,21.67590981,18.280175,,,4.858435256,1974,
33604,4,,,,"Bisto, gravy granules, stuffing mix, baking powder, yeast",p,Medium,18.99174579,45.21414931,yes,UP,4.077976535,1974,
33605,4,,,,Wine and beer making kits,p,Very Low,-100,,,,,1974,
33606,4,,,,"Fruit teas, instant tea, herbal tea, rosehip tea",p,Very High,18.19174114,-14.40566588,,,10.62560564,1974,
33607,4,,,,"Other payments for food and drink, type not specified",p,High,6.632664493,79.30732286,yes,UP,7.28773237,1974,1.753743572
339,4,,,Soya and novel protein foods,,p,High,18.22993332,12.85958886,,,7.101502002,1974,0.017278731
340344,2,,Soft drinks,,,p,Low,3.113751541,10.86538741,yes,,1.95292604,1974,
340,3,,,"Soft drinks, concentrated, not low calorie [note 10]",,p,Medium,-21.22343029,-0.857364349,,,4.493470212,1974,
341,3,,,"Soft drinks, not concentrated,  not low calorie",,p,Medium,-3.980172189,1.983288617,,,2.940236204,1974,
343,3,,,"Soft drinks, concentrated, low calorie [note 10]",,p,Medium,-3.752928984,-13.91524309,,DOWN,3.698897725,1974,
344,3,,,"Soft drinks, not concentrated, low calorie",,p,Medium,14.34142127,25.68381216,yes,UP,2.91609819,1974,
350355,2,,Confectionery,,,p,Low,3.191874698,4.394183131,,,2.269474672,1974,
350,3,,,Chocolate bars - solid,,p,Low,3.121883825,14.20734634,yes,,2.21783591,1974,
351,3,,,Chocolate bars - filled,,p,Medium,7.251382273,-3.215280815,,,2.911282045,1974,
352,3,,,Chewing gum,,p,High,-18.34597355,-26.02621147,yes,,5.443786251,1974,
353,3,,,Mints and boiled sweets,,p,Low,3.862321148,10.1193393,,,3.350935102,1974,
35301,4,,,,Mints,p,High,2.594906992,-6.352823078,,,7.41947739,1974,
35302,4,,,,Boiled sweets,p,Medium,3.93881304,11.28544845,,,3.498632459,1974,
354,3,,,"Fudges, toffees, caramels",,p,High,-36.4001724,-7.470675511,,,27.89369469,1974,
355,3,,,Takeaway confectionery,,p,Very High,0.59853907,22.15442052,,,30.66196354,1974,
380389,2,,Alcoholic drinks,,,p,Low,-8.743871403,-8.062774127,,DOWN,2.313068495,1974,
381,3,,,Beers,,p,High,2.430673036,25.12130165,,,4.72081189,1974,
382,3,,,Lagers and continental beers,,p,Medium,-25.75178104,-23.46424589,yes,DOWN,4.448895167,1974,
383,3,,,Ciders and perry,,p,High,12.75288942,11.08603962,,,5.715997044,1974,
384,3,,,Wine and champagne,,p,Medium,-5.574589038,-7.109359921,,,3.235772126,1974,
38402,4,,,,"Champagne, sparkling wines and wine with mixer",p,High,-37.89867813,-23.92979285,,,8.433530758,1974,
38403,4,,,,Table wine,p,Medium,0.001238135,-4.855724232,,,3.316969354,1974,
385,3,,,Spirits with mixer,,p,Very High,-19.35541838,-4.748671387,,,9.749106525,1974,
386,3,,,Fortified wines,,p,High,7.986653272,-16.52497829,,,9.639014253,1974,
387,3,,,Spirits,,p,Medium,-14.04865814,-16.2234232,,,4.177040755,1974,
388,3,,,Liqueurs and cocktails,,p,High,8.072618887,12.92021905,,,6.829719199,1974,
389,3,,,Alcopops,,p,Very High,-37.89750463,17.05199216,,,14.52459602,1974,
t1,1,Food and drink all purchases food and drink,,,,p,Medium,5.397858409,-9.749271249,yes,DOWN,1.102241106,1975,
t2,1,Food and non-alcoholic drinks all purchases food and drink,,,,p,Medium,6.758147972,-7.866399184,yes,DOWN,1.036082721,1975,
t3,1,Alcoholic drinks all purchases food and drink,,,,p,High,-2.430910411,-20.0395865,yes,DOWN,2.73073798,1975,
eo90001,1,Food and drink purchases for consumption outside the home,,,,p,Low,12.62199893,-34.07033606,yes,DOWN,2.410188191,1975,
eo90002,1,Food and non-alcoholic drinks for consumption outside the home,,,,p,Low,13.69691615,-34.2688452,yes,DOWN,2.368843859,1975,
eo90003,1,Alcoholic drinks for consumption outside the home,,,,p,Medium,9.208654948,-33.40545405,yes,DOWN,3.905979817,1975,
cat108,1,Food and drink purchases for household supplies,,,,p,Very Low,3.391572911,1.587419203,,,0.832005468,1975,
cat105,1,Food and non-alcoholic drinks purchases for household supplies,,,,p,Very Low,5.087790093,2.89837697,,,0.792768402,1975,
380389,1,Alcoholic drinks purchases for household supplies,,,,p,Low,-8.743871403,-8.062774127,,DOWN,2.313068495,1975,
cat106,1,"Food and drink, excluding soft drinks, alcoholic drinks and confectionery purchases for household supplies",,,,p,Very Low,5.277491718,2.489988578,,,0.805094437,1975,403.3690157
cat520,1,Milk and milk products excluding cheese,,,,p,Very Low,10.85102118,9.67506324,yes,UP,1.19463468,1975,37.2398017
4006,2,,"Liquid wholemilk, including school and welfare",,,p,Medium,43.64427283,28.93354011,yes,UP,3.29731571,1975,30.63946814
4,3,,,"Liquid wholemilk, full price",,p,Medium,43.64427283,28.93354011,yes,UP,3.29731571,1975,30.6173966
402,4,,,,UHT milk,p,Very High,210.8016035,156.5732848,,,22.37229403,1975,0.306173966
403,4,,,,Sterilised,p,,,,,,,1975,1.53086983
404,4,,,,Pasteurised/ homogenised,p,Medium,41.67560865,27.33921225,yes,UP,3.308819082,1975,28.7803528
501,3,,,School milk [note 6],,p,,,,,,,1975,0.0032766
601,3,,,Welfare milk [note 11],,p,,,,,,,1975,0.018794939
9017,2,,Other milk and cream,,,p,Low,7.768273464,7.660124713,yes,,1.299762559,1975,6.600333564
15,3,,,Skimmed milks,,p,Low,13.48125505,3.642441465,,,1.613646178,1975,0.239779333
1502,4,,,,Fully skimmed milk,p,Medium,8.690551491,-1.87927497,,,4.59860425,1975,0.095911733
1503,4,,,,Semi-skimmed milk,p,Low,14.29696696,4.59550303,,,1.742507437,1975,0.1438676
901,3,,,Condensed or evaporated milk,,p,Very High,59.84701433,62.16986394,,,11.37573479,1975,1.651869183
11,3,,,Infant milks,,p,Very High,31.30706755,-41.40015582,,DOWN,12.44884429,1975,0.529363739
1102,4,,,,Infant or baby milks - ready to drink,p,Very High,-8.06775824,9.494090475,,,23.44304098,1975,0.052936374
1103,4,,,,Infant or baby milks - dried,p,Very High,42.93009418,-46.15230316,yes,DOWN,13.69137901,1975,0.476427365
1201,3,,,Instant dried milk,,p,Very High,92.41037066,75.86682239,,,35.61132416,1975,0.559081425
13,3,,,Yoghurt and fromage frais,,p,Low,-1.918383587,1.782127583,,,1.810873442,1975,1.361142314
1301,4,,,,Yoghurt,p,Low,-2.852441125,2.191551083,,,1.861250395,1975,1.361142314
1302,4,,,,Fromage frais,p,High,19.58639899,-5.312991672,,,6.296371425,1975,
16,3,,,Other milks and dairy desserts,,p,Medium,10.23771682,32.19056447,yes,UP,3.225015141,1975,0.059944833
1603,4,,,,Dairy desserts - not frozen,p,Medium,14.34818708,12.72072673,,,3.430290122,1975,0.044958625
1605,4,,,,Dried milk products,p,Very High,-78.38346491,-94.77132605,,,66.48576807,1975,
1607,4,,,,Milk drinks and other milks [note 7],p,Medium,2.876320129,27.39385065,yes,,4.89120927,1975,0.014986208
1608,4,,,,Non-dairy milk substitutes [note 7],p,High,10.36216301,70.74970909,yes,UP,7.09480968,1975,
17,3,,,Cream,,p,Medium,0.756979582,19.28443255,yes,UP,2.85793387,1975,2.199152737
22023,2,Cheese,,,,p,Low,7.775775611,13.24210167,yes,UP,1.496765097,1975,10.37712217
22,3,,Natural cheese,,,p,Low,7.185594315,11.40377611,yes,,1.545719931,1975,9.429444292
2201,4,,,Hard cheese - cheddar type,,p,Low,10.9495788,14.14193431,yes,UP,1.739423494,1975,6.357504722
2202,4,,,Hard cheese - other uk or foreign equivalent,,p,Medium,-6.534494298,2.967366734,,,4.570259301,1975,2.082648348
2203,4,,,Hard cheese - edam or other foreign,,p,Medium,-3.652875522,0.869359048,,,3.79110679,1975,0.587719346
2205,4,,,Cottage cheese,,p,High,-21.44061722,-23.77836878,,,8.809530964,1975,0.176691625
2206,4,,,Soft natural cheese,,p,Medium,11.88806384,16.81036127,yes,,2.848293776,1975,0.224880251
2301,3,,Processed cheese,,,p,Medium,13.74754542,34.38620124,yes,UP,3.850343899,1975,0.947677877
31041,2,Carcase meat,,,,p,Low,-1.503902046,-8.303600479,,DOWN,2.677728062,1975,52.25978039
31,3,,Beef and veal,,,p,Low,-2.211987192,-7.500551378,,DOWN,2.970453093,1975,29.67160601
3102,4,,,Beef joints - on the bone,,p,Very High,-64.07939541,-58.18550874,,,42.73541364,1975,2.550156655
3103,4,,,Beef joints - boned,,p,High,-17.86120953,-4.98803054,,,6.456036896,1975,10.7225392
3104,4,,,Beef steak - less expensive,,p,Medium,-4.931626044,9.11860696,,,4.54702647,1975,6.860566781
3105,4,,,Beef steak - more expensive,,p,High,-9.370153051,-21.86787619,,DOWN,6.490757999,1975,5.613191002
3106,4,,,Minced beef,,p,Medium,15.35112373,-1.755318928,,,3.24431667,1975,3.629189768
3107,4,,,All other beef and veal,,p,Very High,304.0002048,10.9767159,,,58.04389391,1975,0.295962598
36,3,,Mutton and lamb,,,p,High,-1.490039181,-20.55070249,,DOWN,5.970417223,1975,12.93952991
3601,4,,,Mutton,,p,Very High,14.48559034,-38.47596544,,,36.66097973,1975,0.298014072
3602,4,,,Lamb joints,,p,Very High,9.790524256,-14.67238206,,,9.21811683,1975,7.106018763
3603,4,,,Lamb chops,,p,High,-18.23360668,-11.78918101,,,8.67483561,1975,4.937871416
3604,4,,,All other lamb,,p,High,4.685116078,-42.57949382,,,15.50511624,1975,0.597625659
41,3,,Pork,,,p,Medium,1.042562067,5.501678969,,,3.646050121,1975,9.648644469
4101,4,,,Pork joints,,p,High,-18.4504817,1.45871536,,,6.407215374,1975,4.357466223
4102,4,,,Pork chops,,p,High,27.66715436,-9.715547709,,,8.053774612,1975,3.851370062
4103,4,,,Pork fillets and steaks,,p,Medium,1.914885979,5.17673209,,,5.088123865,1975,0.751348955
4104,4,,,All other pork,,p,High,19.4484542,20.74230202,,,7.100355132,1975,0.688459231
46095,2,Non-carcase meat and meat products,,,,p,Very Low,7.160462506,-0.018766395,,,1.216973702,1975,65.15977929
46,3,,Liver,,,p,Very High,-40.1495376,-11.62725898,,,13.47210092,1975,4.302493795
4603,4,,,Ox liver,,p,Very High,-19.62262809,-49.76358295,,,47.51440262,1975,0.720344989
4604,4,,,Lambs liver,,p,Very High,55.21563458,17.62955303,,,18.7340963,1975,2.565562329
4605,4,,,Pigs liver,,p,Very High,-67.18942437,65.82833659,,,26.27590384,1975,0.889585201
4607,4,,,All other liver,,p,Very High,-79.73423815,-66.19458219,,,24.76947642,1975,0.127001277
51,3,,All offal other than liver,,,p,Very High,238.3493296,94.11080767,,,21.39304024,1975,1.226174078
55,3,,"Bacon and ham, uncooked",,,p,Low,10.2647188,-1.893967537,,,2.430242064,1975,15.30781255
5502,4,,,"Bacon and ham joints, uncooked",,p,High,-6.278032424,-22.71388149,,DOWN,5.470671929,1975,3.520796886
5505,4,,,"Bacon and ham rashers, uncooked",,p,Low,15.86466073,5.919028628,,,2.432353647,1975,11.78701566
58,3,,"Bacon and ham, cooked",,,p,Low,0.104069316,3.558289204,,,2.008375487,1975,5.07486211
59,3,,Cooked poultry not purchased in cans,,,p,Medium,18.16182154,-8.576213588,,,3.89647798,1975,0.704336944
5903,4,,,"Chicken and turkey, cooked",,p,Medium,0.033376428,-11.3907859,,,3.392303838,1975,0.62685988
5904,4,,,Takeaway chicken,,p,High,57.50626425,-4.390147163,,,8.530309324,1975,0.077477064
62,3,,"Corned beef, canned or sliced",,,p,Medium,-1.026796537,-9.005184262,,,4.732987725,1975,2.840970211
66,3,,Other cooked meat,,,p,Medium,3.760286217,17.89185241,,,3.964209413,1975,2.508277965
71,3,,Other canned meat and canned meat products,,,p,High,20.60969028,-3.965766359,,,6.472696263,1975,3.531823064
74,3,,"Chicken, uncooked - whole chicken or chicken pieces",,,p,Low,13.12587338,6.12452762,,,2.179384185,1975,9.052210762
77,3,,"Other poultry, uncooked (including frozen)",,,p,High,18.7980818,-3.525841275,,,7.393034908,1975,1.14926704
7703,4,,,"Turkey, uncooked - whole turkey or turkey pieces",,p,High,35.14801555,6.259091941,,,8.884329609,1975,1.017922235
7704,4,,,"Poultry other than chicken or turkey, uncooked",,p,Very High,-31.7350752,-38.29450998,,DOWN,11.6374887,1975,0.131344805
78,3,,"Other fresh, chilled and frozen meat",,,p,Very High,-48.60164681,145.3907108,,,26.39471095,1975,0.165883821
79,3,,"Sausages, uncooked - pork",,,p,Medium,9.149814716,10.51136032,,,2.507923811,1975,4.270590915
80,3,,"Sausages, uncooked - beef and other sausages",,,p,Very High,3.927387229,-0.597591017,,,9.385822605,1975,3.258865313
83,3,,"Meat pies and sausage rolls, ready to eat",,,p,Medium,-4.893899307,3.39968859,,,3.95962215,1975,2.044599681
8302,4,,,"Meat pies, ready to eat",,p,High,-7.442880633,13.81027813,,,5.548343117,1975,1.553895757
8303,4,,,"Sausage rolls, ready to eat",,p,Medium,-1.63142583,-6.860631666,,,5.255468549,1975,0.490703923
84,3,,"Meat pies, pasties and puddings, frozen or not frozen",,,p,Medium,7.406754517,6.218903389,,,3.265608096,1975,2.618601461
85,3,,"Burgers, frozen or not frozen",,,p,Medium,10.21944662,21.51992493,,,3.889761667,1975,1.35574174
